student_id,age,gender,family_income_level,parental_education,distance_from_home_km,has_scholarship,part_time_job,high_school_gpa,entrance_exam_score,prior_failures,semester,attendance_rate,study_hours_per_week,current_gpa,lms_login_freq_per_week,extracurricular_activities,counseling_visits,dropout
S102883,17,Male,High,Bachelor,3.0,0,0,2.26,81.8,0,3,55.3,3.4,3.21,6.0,0,2,0
S102884,21,Male,Medium,None,9.1,0,1,2.87,99.2,1,3,100.0,12.3,3.0,12.0,1,0,1
S102885,18,Female,Low,Bachelor,3.0,1,0,3.06,75.3,0,6,78.8,13.9,3.11,13.0,0,0,0
S102886,29,Male,Medium,Secondary,34.4,0,0,3.5,72.1,1,5,34.4,10.8,2.48,8.0,1,0,1
S102887,17,Male,Medium,Secondary,2.8,1,0,3.86,56.3,1,4,82.8,11.0,3.75,10.0,0,1,0
S102888,18,Female,Low,Bachelor,3.0,1,0,3.89,56.6,0,3,72.9,4.8,3.27,7.0,1,0,0
S102889,19,Female,Low,None,34.9,0,1,2.78,68.4,0,5,63.0,15.8,2.79,7.0,1,0,1
S102890,18,Female,Medium,Secondary,7.1,0,0,3.47,85.6,0,8,98.5,3.2,3.59,13.0,0,0,0
S102891,24,Male,High,Secondary,39.5,0,0,3.21,71.4,0,7,93.9,9.9,2.44,5.0,1,0,0
S102892,21,Female,Medium,Bachelor,1.0,0,1,2.45,79.4,2,6,85.1,12.3,2.88,11.0,0,0,0
S102893,28,Female,Medium,Bachelor,20.2,0,1,2.06,51.3,0,7,81.2,15.7,3.43,6.0,1,0,1
S102894,20,Female,Medium,Secondary,18.3,1,0,3.07,74.3,1,1,87.6,15.3,1.95,5.0,1,0,0
S102895,23,Female,Medium,Postgraduate,4.2,0,0,2.25,54.9,0,7,56.3,15.7,4.36,12.0,0,0,0
S102896,25,Male,Low,Bachelor,1.0,1,0,2.57,67.1,0,4,82.9,8.5,2.39,11.0,1,1,0
S102897,25,Male,Medium,Secondary,0.2,0,0,2.66,74.2,0,3,98.6,21.6,2.48,5.0,1,1,0
S102898,27,Female,High,Postgraduate,27.0,0,1,3.11,57.0,0,7,95.6,15.4,2.81,7.0,1,0,0
S102899,19,Male,High,Secondary,38.3,1,1,3.64,49.7,1,7,64.2,8.2,3.32,8.0,0,0,0
S102900,23,Female,High,Secondary,12.3,0,0,3.01,70.4,0,1,82.8,8.6,3.38,9.0,0,0,0
S102901,27,Male,Low,Secondary,6.5,0,0,2.73,63.0,0,3,63.2,13.8,3.85,6.0,0,0,0
S102902,28,Male,Medium,Secondary,1.0,0,0,1.97,67.0,0,6,82.4,7.7,2.76,15.0,1,0,1
S102903,25,Male,Medium,Bachelor,10.1,0,1,3.23,74.9,0,2,68.7,3.6,3.03,4.0,0,0,0
S102904,25,Female,Low,Bachelor,44.5,0,0,3.01,84.6,0,2,66.9,10.4,1.72,2.0,0,0,1
S102905,28,Female,Low,Bachelor,29.5,0,0,2.73,74.9,0,3,85.4,0.0,2.05,8.0,0,0,1
S102906,25,Male,Medium,Secondary,11.9,1,0,3.58,73.0,0,3,69.1,11.8,2.74,0.0,1,0,0
S102907,29,Male,Medium,Secondary,1.5,0,1,2.4,57.5,1,3,68.1,13.2,3.05,5.0,1,0,0
S102908,18,Male,Medium,Secondary,13.9,1,1,2.66,59.8,2,7,85.3,8.7,2.77,5.0,0,1,0
S102909,21,Female,Low,None,1.6,1,0,2.88,71.8,0,5,57.8,15.7,3.17,8.0,1,0,0
S102910,18,Male,Medium,Postgraduate,32.2,0,1,2.72,59.6,0,4,75.2,14.3,2.76,7.0,0,0,0
S102911,18,Female,Low,Bachelor,26.6,1,1,3.28,71.8,1,5,56.9,4.9,2.64,9.0,1,1,0
S102912,23,Male,Low,Bachelor,26.2,1,0,3.23,52.8,0,8,59.7,10.2,4.48,5.0,1,0,0
S102913,19,Male,Medium,Bachelor,0.1,0,1,3.53,93.9,0,4,97.6,7.4,2.62,6.0,0,1,1
S102914,22,Female,Low,Secondary,3.2,0,1,3.25,67.9,0,4,73.8,8.4,3.51,10.0,0,2,1
S102915,22,Female,High,None,26.6,1,0,2.94,66.9,0,7,69.2,15.7,1.89,0.0,0,0,0
S102916,25,Male,Medium,Secondary,11.4,1,1,2.83,57.8,1,2,92.8,13.1,2.89,10.0,1,1,1
S102917,29,Female,Low,Bachelor,14.6,1,0,3.23,93.7,0,1,100.0,6.4,2.33,0.0,0,0,0
S102918,28,Male,Low,Secondary,5.9,0,0,2.9,46.2,2,5,83.8,11.1,4.19,8.0,1,0,0
S102919,21,Male,Medium,None,21.9,1,0,3.02,54.5,1,7,95.3,6.2,2.41,10.0,0,1,0
S102920,21,Male,Low,Bachelor,12.4,0,1,3.25,77.8,0,5,71.7,7.6,2.78,9.0,1,0,0
S102921,27,Female,Low,Secondary,16.3,1,1,3.07,68.6,0,6,80.8,17.7,2.22,6.0,0,0,1
S102922,18,Female,Medium,Secondary,8.0,0,0,3.15,56.3,0,2,80.1,22.7,2.18,9.0,0,0,0
S102923,24,Male,Low,None,4.6,1,0,2.6,56.8,0,3,84.9,18.9,2.75,4.0,1,0,0
S102924,22,Female,Medium,Secondary,0.2,1,0,3.67,60.6,0,3,94.5,11.4,3.05,14.0,0,0,1
S102925,19,Female,Medium,Secondary,1.0,0,1,2.45,66.5,2,5,58.0,10.9,3.54,11.0,1,0,0
S102926,25,Female,Low,Bachelor,2.5,1,0,3.22,88.3,2,3,66.6,15.1,2.39,4.0,1,0,1
S102927,21,Female,Medium,Bachelor,0.6,0,1,2.76,74.1,2,4,72.7,10.5,2.38,14.0,0,0,1
S102928,19,Female,Medium,None,22.8,0,0,3.54,80.4,2,2,65.4,2.9,3.7,9.0,1,2,1
S102929,25,Female,Medium,Bachelor,19.3,0,0,3.44,58.5,0,1,83.4,19.1,3.92,3.0,0,0,0
S102930,19,Male,Low,Bachelor,5.0,0,0,3.0,72.7,0,3,83.3,4.1,2.74,13.0,0,0,0
S102931,25,Female,Medium,Bachelor,12.9,0,0,3.78,41.7,0,8,80.9,16.0,3.13,15.0,1,0,0
S102932,19,Female,Low,Postgraduate,11.6,0,0,2.91,67.7,0,1,74.0,13.8,3.97,7.0,0,0,1
S102933,22,Female,Medium,Bachelor,32.5,0,1,3.44,66.8,0,3,100.0,19.3,4.65,9.0,1,1,1
S102934,27,Female,Low,Secondary,1.8,0,0,2.64,92.3,0,5,83.2,14.3,3.09,8.0,0,0,1
S102935,19,Male,High,Secondary,46.3,0,0,3.2,88.4,0,7,77.7,7.1,3.33,10.0,1,0,0
S102936,26,Female,Low,Secondary,0.3,1,1,2.53,61.1,0,1,81.0,15.4,2.89,11.0,0,0,0
S102937,26,Male,High,Secondary,19.6,0,0,3.01,52.7,1,7,91.2,8.2,1.76,12.0,1,0,1
S102938,28,Female,High,Postgraduate,1.5,0,1,2.97,53.2,0,6,83.2,5.1,3.04,1.0,1,0,0
S102939,19,Male,Medium,Bachelor,22.5,0,1,3.44,60.6,0,7,67.0,0.8,3.76,6.0,1,1,1
S102940,26,Male,Low,Secondary,3.4,1,1,2.66,84.5,0,5,100.0,9.4,2.27,12.0,1,0,0
S102941,29,Female,Medium,Postgraduate,5.7,0,1,4.0,71.2,0,1,86.9,1.6,1.5,5.0,1,1,1
S102942,26,Female,High,Bachelor,35.5,1,0,2.31,72.8,0,1,62.7,17.2,3.21,9.0,0,0,1
S102943,19,Female,Medium,Secondary,20.0,1,0,3.12,77.2,0,7,52.8,2.1,1.57,4.0,0,1,0
S102944,27,Female,Medium,Postgraduate,15.0,1,0,3.14,50.1,0,7,90.3,8.1,1.7,11.0,0,1,0
S102945,18,Male,Low,Secondary,17.8,0,0,3.27,54.4,0,4,99.4,8.3,1.66,8.0,0,0,1
S102946,24,Female,High,Secondary,9.7,0,0,2.74,72.8,1,3,86.8,10.9,1.4,10.0,0,0,0
S102947,23,Male,Low,Secondary,3.8,0,0,3.12,53.3,1,7,89.2,5.7,3.54,10.0,1,1,0
S102948,23,Female,Low,Postgraduate,41.2,0,1,2.72,42.1,0,7,89.6,15.7,2.9,2.0,0,0,1
S102949,23,Female,Low,Secondary,34.6,0,1,3.94,48.8,0,4,80.1,10.8,4.24,16.0,1,0,1
S102950,17,Male,Medium,Secondary,27.2,0,0,2.68,80.8,0,2,54.8,9.9,3.31,3.0,1,0,0
S102951,23,Female,High,Bachelor,9.2,0,1,2.93,59.4,1,6,69.5,6.7,4.24,18.0,1,1,0
S102952,29,Female,Medium,Bachelor,17.2,0,1,2.67,68.4,0,7,91.9,12.7,2.35,0.0,0,0,0
S102953,22,Male,Low,None,1.8,0,0,2.6,49.5,1,3,88.8,17.0,3.05,8.0,0,0,0
S102954,20,Female,Medium,Secondary,6.4,0,1,2.3,70.7,1,2,77.1,23.5,1.91,2.0,1,1,1
S102955,29,Female,Medium,Postgraduate,4.6,0,1,3.34,61.0,2,6,71.8,5.3,2.61,14.0,0,0,1
S102956,18,Male,Medium,Bachelor,14.7,0,1,2.66,71.7,0,1,82.6,9.3,3.8,4.0,1,0,0
S102957,23,Female,Low,Secondary,0.8,0,1,2.6,57.8,1,8,74.9,0.5,2.77,4.0,0,0,1
S102958,23,Male,Medium,Secondary,7.2,0,0,2.52,72.6,0,4,78.8,13.4,2.64,8.0,1,1,0
S102959,23,Male,Medium,Secondary,5.3,1,1,3.15,57.1,0,3,82.0,3.2,2.78,14.0,1,0,1
S102960,28,Female,High,Bachelor,3.6,1,1,3.01,63.8,0,8,68.3,11.4,2.9,13.0,0,0,0
S102961,22,Male,Medium,Bachelor,15.8,0,1,3.01,60.9,1,3,92.0,16.2,2.9,7.0,0,0,1
S102962,29,Male,Low,Bachelor,5.2,0,0,2.62,65.4,0,2,77.5,7.9,3.73,7.0,1,0,0
S102963,17,Female,Medium,None,26.7,0,1,3.22,69.2,0,6,87.3,5.3,2.3,10.0,0,0,0
S102964,26,Male,Low,Bachelor,2.3,1,1,2.67,57.6,0,5,81.0,16.6,2.66,8.0,0,0,0
S102965,24,Female,High,None,0.7,0,1,3.04,63.2,1,4,100.0,13.6,2.87,8.0,1,1,0
S102966,20,Female,Medium,Bachelor,5.1,0,0,2.93,67.8,0,1,88.1,4.4,2.17,7.0,0,1,0
S102967,19,Male,Low,None,1.6,0,0,2.16,72.6,1,3,86.1,10.7,2.49,10.0,0,0,0
S102968,26,Female,Medium,None,2.9,1,0,4.0,63.9,2,6,85.6,5.7,3.34,10.0,1,0,0
S102969,25,Male,Low,Secondary,39.2,0,1,3.29,51.7,0,8,100.0,15.3,2.22,14.0,0,1,1
S102970,24,Female,Low,Secondary,2.2,1,0,3.09,66.3,0,1,79.3,10.6,4.74,5.0,1,1,0
S102971,17,Male,Medium,Secondary,1.3,0,1,3.17,75.1,0,1,82.5,17.6,3.95,5.0,1,0,0
S102972,24,Female,Medium,Bachelor,7.2,1,1,4.0,45.0,0,1,81.6,5.3,2.92,8.0,0,1,0
S102973,29,Male,High,Bachelor,3.2,1,0,3.57,45.2,0,7,50.5,11.1,3.2,7.0,1,0,0
S102974,17,Female,Medium,Secondary,37.2,0,1,3.17,55.1,0,5,81.4,9.9,3.34,11.0,0,0,0
S102975,23,Male,Low,Secondary,35.3,0,0,2.65,62.1,0,1,95.2,11.3,3.19,4.0,1,0,0
S102976,23,Male,Medium,Secondary,35.4,1,0,2.72,32.0,0,6,87.7,7.2,2.87,13.0,1,1,0
S102977,28,Female,Medium,Bachelor,25.6,1,0,2.1,73.6,0,6,100.0,0.0,4.73,7.0,0,1,0
S102978,20,Female,Low,None,5.7,0,1,2.82,62.3,0,2,91.8,13.4,2.3,13.0,0,0,1
S102979,23,Female,High,Secondary,6.2,0,1,3.33,29.7,1,3,87.5,10.3,2.53,18.0,1,0,0
S102980,26,Male,High,None,15.0,1,0,3.32,48.3,0,3,93.3,5.8,2.85,12.0,1,0,0
S102981,17,Male,Low,Secondary,2.7,0,1,3.31,60.5,1,6,85.5,7.5,3.25,10.0,0,0,1
S102982,27,Male,Medium,Bachelor,5.6,1,0,2.74,38.4,1,4,75.8,4.2,4.21,12.0,1,0,0
S102983,27,Male,Medium,None,3.3,0,0,3.28,79.6,0,6,78.1,0.7,2.8,7.0,0,0,0
S102984,26,Female,Low,None,13.0,0,1,3.41,67.8,0,5,44.3,15.2,3.2,9.0,1,0,1
S102985,25,Female,Medium,Bachelor,19.2,1,1,1.89,75.2,1,3,100.0,12.9,3.07,5.0,1,1,0
S102986,26,Female,Low,None,5.2,0,1,3.15,49.6,0,1,77.0,3.2,2.74,6.0,0,0,1
S102987,27,Male,Low,Bachelor,0.6,0,1,4.0,71.2,1,3,64.3,22.6,3.67,9.0,0,1,1
S102988,28,Female,High,Secondary,6.7,0,0,2.85,55.1,0,4,74.5,4.4,3.1,8.0,1,0,0
S102989,22,Female,Medium,Bachelor,7.1,0,0,1.74,62.1,0,6,100.0,13.6,3.49,10.0,0,0,0
S102990,22,Male,Low,Bachelor,80.5,0,0,2.59,70.3,0,7,81.1,10.0,2.59,9.0,1,0,1
S102991,25,Female,Medium,None,7.4,0,1,2.09,63.9,0,1,83.9,3.7,2.42,7.0,0,1,0
S102992,19,Male,High,Bachelor,2.5,0,1,2.68,77.1,0,8,100.0,11.7,2.56,12.0,0,0,0
S102993,28,Male,Medium,Secondary,4.3,0,0,2.39,67.1,0,3,92.5,9.1,3.01,6.0,1,1,1
S102994,27,Female,High,Secondary,18.0,0,0,3.47,58.1,1,7,75.7,6.8,3.58,9.0,1,0,1
S102995,25,Male,High,Bachelor,14.8,1,0,3.39,77.6,0,2,54.5,16.6,4.27,13.0,1,0,0
S102996,20,Female,Low,Bachelor,24.3,1,1,3.17,80.8,0,7,89.6,13.1,2.92,11.0,1,0,1
S102997,21,Male,Medium,Secondary,7.0,0,0,3.61,66.3,3,4,69.8,13.6,4.1,8.0,1,1,0
S102998,22,Male,Medium,Secondary,25.4,1,1,2.72,85.0,1,6,89.9,8.9,3.24,1.0,1,0,1
S102999,25,Male,Medium,Secondary,9.5,0,0,3.04,61.5,0,2,79.3,11.8,2.33,7.0,0,0,1
S103000,27,Male,Medium,Bachelor,30.2,0,1,4.0,63.1,0,8,86.1,9.9,2.88,16.0,1,1,0
S103001,25,Female,Low,Postgraduate,38.0,0,0,3.29,65.1,0,6,93.4,12.5,3.34,7.0,0,0,1
S103002,29,Male,Low,Secondary,66.4,1,0,3.29,63.1,0,3,54.1,5.1,3.39,8.0,0,1,1
S103003,29,Female,Medium,Postgraduate,4.1,0,0,2.62,60.3,0,7,81.9,0.0,2.46,9.0,1,0,0
S103004,26,Female,Medium,Secondary,1.3,0,0,2.79,54.3,0,2,79.7,16.8,2.55,10.0,1,0,1
S103005,21,Male,Medium,Bachelor,2.3,1,1,2.5,50.1,0,3,84.3,9.9,2.57,5.0,0,0,0
S103006,24,Male,Medium,Postgraduate,77.8,1,1,3.84,66.7,1,2,87.6,12.9,2.66,11.0,0,0,0
S103007,22,Female,Low,Bachelor,5.9,1,0,2.22,83.0,0,5,82.3,6.6,3.01,10.0,0,0,0
S103008,25,Female,Low,None,1.6,1,0,3.46,77.2,0,7,70.3,8.9,4.12,1.0,0,2,1
S103009,27,Female,Medium,Secondary,6.1,0,0,3.29,70.8,0,4,63.1,17.6,2.51,0.0,0,0,1
S103010,21,Male,Medium,None,8.4,0,1,2.2,83.7,0,6,56.2,11.8,1.65,6.0,0,1,0
S103011,23,Female,Medium,Bachelor,94.6,1,0,3.57,65.3,0,2,81.8,21.0,1.61,3.0,0,1,1
S103012,17,Female,Low,Postgraduate,9.5,0,0,2.87,50.2,2,7,87.9,14.5,3.37,9.0,0,0,0
S103013,26,Male,Medium,Secondary,8.8,0,0,2.34,59.8,0,6,74.9,6.7,2.42,7.0,1,1,1
S103014,23,Male,High,Secondary,13.3,1,1,3.18,64.1,0,8,92.5,12.2,2.99,10.0,0,0,0
S103015,22,Female,Low,Secondary,3.3,0,0,2.59,57.3,1,3,78.3,18.4,2.3,10.0,0,0,0
S103016,23,Male,Low,Bachelor,6.1,0,1,2.9,74.2,1,3,78.7,11.1,2.7,4.0,0,0,1
S103017,19,Male,Medium,Bachelor,42.3,0,1,2.75,79.0,0,5,58.4,13.2,2.57,7.0,1,0,0
S103018,24,Male,Medium,Secondary,17.3,1,0,2.56,39.0,1,1,73.3,17.1,2.32,6.0,1,0,0
S103019,26,Female,High,Bachelor,6.7,1,0,2.41,62.8,1,7,93.8,0.0,3.67,12.0,1,0,0
S103020,21,Female,High,None,20.9,0,0,3.4,21.5,1,4,100.0,13.5,3.72,7.0,0,1,0
S103021,18,Male,Medium,Bachelor,1.6,0,1,3.16,63.6,0,6,77.1,16.7,3.25,13.0,1,1,0
S103022,22,Female,Low,Secondary,25.3,1,0,3.13,63.5,0,2,93.0,6.2,4.23,13.0,1,0,1
S103023,19,Female,Medium,None,14.2,0,0,2.82,91.6,0,4,100.0,15.2,1.88,7.0,0,1,0
S103024,21,Male,High,Bachelor,39.2,0,0,3.03,87.1,0,5,65.9,10.0,2.65,6.0,1,0,0
S103025,25,Female,Medium,Bachelor,0.6,0,1,2.63,79.0,0,5,84.8,1.5,2.56,4.0,1,0,1
S103026,18,Male,High,Secondary,9.1,0,1,2.62,50.6,0,6,82.9,14.0,3.3,11.0,1,0,0
S103027,26,Male,Medium,Bachelor,9.2,0,0,3.86,49.7,1,8,96.1,10.0,1.92,8.0,1,0,0
S103028,19,Female,Low,Secondary,63.3,1,1,3.44,48.6,0,7,67.5,9.6,3.27,5.0,0,0,1
S103029,28,Female,Medium,Secondary,38.1,0,0,2.72,87.9,1,6,84.7,13.2,1.79,12.0,0,1,1
S103030,26,Male,Medium,Postgraduate,18.3,1,0,2.25,51.3,0,1,76.1,5.3,3.32,12.0,0,1,0
S103031,20,Female,Low,Postgraduate,9.3,0,0,2.15,59.2,0,5,86.4,13.9,3.61,4.0,0,0,1
S103032,24,Female,Low,None,8.7,0,1,2.68,51.5,0,1,98.3,5.4,2.01,9.0,1,0,1
S103033,18,Male,Medium,Postgraduate,15.2,1,1,3.05,46.1,1,4,100.0,17.6,2.54,10.0,1,1,0
S103034,18,Female,Low,Bachelor,4.9,0,0,3.06,70.0,0,8,98.5,15.7,3.63,15.0,0,0,1
S103035,29,Female,Low,None,11.5,0,0,3.07,67.3,0,7,65.1,17.7,3.77,7.0,1,1,1
S103036,27,Male,Medium,Secondary,19.4,0,0,3.17,31.6,0,2,72.9,12.3,1.8,8.0,0,1,1
S103037,19,Female,Medium,None,12.4,1,0,2.48,45.5,0,2,95.1,7.9,3.06,11.0,0,0,1
S103038,20,Male,Medium,Bachelor,12.2,1,0,3.75,68.8,0,3,89.1,6.4,3.26,13.0,0,0,0
S103039,19,Male,High,Postgraduate,7.0,0,0,2.9,63.9,0,6,76.1,6.1,2.79,10.0,1,0,0
S103040,22,Female,High,Secondary,4.9,1,0,3.15,59.0,0,3,66.3,9.1,3.81,9.0,0,0,0
S103041,20,Female,Medium,Secondary,5.1,0,0,2.67,74.1,1,5,21.4,6.6,2.42,6.0,0,2,1
S103042,21,Female,Low,Secondary,18.9,0,0,3.16,43.4,1,5,56.1,11.6,2.51,7.0,0,1,1
S103043,23,Female,Medium,Secondary,15.1,0,0,4.0,56.1,1,1,75.4,6.0,2.34,7.0,0,0,1
S103044,19,Female,Low,Bachelor,4.1,1,1,2.51,72.8,1,6,75.6,6.9,2.97,11.0,1,1,0
S103045,28,Male,High,Secondary,16.4,0,0,2.44,55.3,0,7,86.2,8.1,2.61,10.0,0,1,0
S103046,26,Female,Medium,Bachelor,13.0,0,1,2.57,69.7,0,4,89.0,6.1,3.41,5.0,0,0,1
S103047,26,Female,Medium,Secondary,0.2,1,0,2.83,47.8,1,5,100.0,8.3,2.56,11.0,0,0,1
S103048,19,Female,Medium,Bachelor,5.8,0,0,2.74,52.6,2,6,68.5,12.9,2.68,7.0,1,0,1
S103049,26,Female,Medium,Bachelor,8.6,0,0,2.48,38.3,0,5,50.7,5.6,2.98,7.0,0,0,0
S103050,27,Male,High,Bachelor,6.7,0,0,2.98,34.1,0,3,66.1,4.0,2.26,11.0,0,0,0
S103051,19,Male,Low,Secondary,47.7,0,1,3.78,57.9,2,5,100.0,9.1,3.55,12.0,0,1,1
S103052,26,Male,High,Bachelor,6.2,0,0,2.93,71.8,0,5,80.2,4.3,3.32,9.0,1,1,0
S103053,21,Male,Low,Bachelor,13.3,0,0,2.95,63.3,0,8,95.2,16.7,3.29,15.0,1,0,0
S103054,27,Female,Medium,Bachelor,18.4,1,0,3.17,82.4,1,8,71.6,6.5,2.12,1.0,0,0,0
S103055,23,Female,High,Bachelor,31.6,1,0,3.32,59.1,0,5,72.5,10.2,3.92,12.0,1,0,0
S103056,27,Male,Medium,Bachelor,9.5,1,1,3.69,33.2,1,8,54.3,12.3,1.54,4.0,1,1,0
S103057,18,Male,Low,Secondary,0.8,0,1,3.12,70.2,0,7,75.0,3.7,3.36,8.0,1,1,0
S103058,22,Female,High,None,9.4,0,0,3.0,48.8,0,4,80.2,5.8,2.94,8.0,0,1,0
S103059,20,Male,High,Postgraduate,26.9,0,0,2.5,66.9,0,5,93.0,6.8,3.31,8.0,0,1,0
S103060,20,Female,Low,None,0.9,0,0,3.37,30.7,0,5,88.4,13.9,2.69,4.0,1,0,0
S103061,21,Male,Medium,Postgraduate,21.4,0,0,2.58,60.9,0,7,100.0,19.2,2.9,3.0,0,0,1
S103062,21,Male,High,Bachelor,10.2,0,0,2.56,75.5,0,2,77.7,19.3,3.33,0.0,0,0,0
S103063,18,Male,Low,Postgraduate,13.0,0,0,3.1,73.7,1,7,83.6,16.4,2.84,7.0,1,0,0
S103064,26,Female,Medium,Bachelor,1.5,1,0,3.77,61.2,0,8,79.8,3.8,2.99,9.0,1,0,0
S103065,24,Male,Medium,Bachelor,5.1,0,0,3.36,64.2,0,8,69.6,5.6,3.01,10.0,0,0,1
S103066,27,Female,Low,Bachelor,3.3,1,0,2.98,57.5,0,1,86.1,16.9,4.38,13.0,1,0,0
S103067,26,Male,High,Secondary,3.6,0,1,2.51,60.5,1,5,75.9,17.6,1.72,11.0,1,0,0
S103068,18,Male,Low,Secondary,29.1,1,1,3.76,74.4,0,4,100.0,14.0,3.75,12.0,1,1,0
S103069,17,Female,High,None,6.7,0,0,2.97,53.8,0,3,68.2,14.0,3.16,4.0,0,1,0
S103070,22,Male,Medium,Secondary,23.0,0,1,2.85,55.2,0,5,74.9,7.9,3.07,12.0,0,0,0
S103071,23,Male,Medium,Postgraduate,45.2,0,0,3.28,41.3,0,8,61.3,18.6,1.95,10.0,0,1,1
S103072,20,Female,Medium,Secondary,5.5,0,0,2.78,74.7,0,1,85.1,6.3,3.65,3.0,1,0,1
S103073,27,Female,Medium,Bachelor,9.9,1,1,2.62,60.2,0,6,60.1,1.9,2.05,12.0,0,1,0
S103074,24,Male,High,Secondary,39.5,0,0,2.67,46.1,1,2,79.9,14.0,3.87,5.0,1,0,0
S103075,26,Male,Medium,Secondary,30.6,1,1,2.67,77.3,0,5,62.5,7.1,2.46,4.0,1,0,0
S103076,18,Female,Medium,Postgraduate,8.2,0,1,2.44,63.5,0,7,65.2,3.5,3.87,14.0,0,0,0
S103077,27,Female,Medium,None,11.4,1,0,2.38,53.0,1,6,68.5,14.4,2.34,9.0,0,0,0
S103078,19,Female,Low,Bachelor,30.8,0,0,3.49,77.6,0,1,90.9,0.9,2.19,4.0,1,0,1
S103079,22,Female,Low,Secondary,17.7,0,0,3.33,59.1,0,5,78.6,12.3,2.77,6.0,0,0,1
S103080,22,Female,Medium,None,1.4,1,1,2.59,40.6,0,6,78.2,7.8,2.32,12.0,0,0,1
S103081,27,Male,Medium,Secondary,59.4,0,0,3.44,78.6,0,6,88.4,18.0,2.67,3.0,0,0,0
S103082,20,Male,Medium,Bachelor,7.6,0,1,3.15,51.6,1,4,70.1,12.3,4.02,7.0,0,0,0
S103083,20,Female,Medium,None,3.8,0,0,2.84,100.0,1,8,50.5,15.4,2.45,7.0,0,0,1
S103084,21,Female,Medium,Bachelor,26.8,0,1,2.39,57.5,0,2,63.5,4.6,2.96,19.0,0,0,0
S103085,21,Female,Medium,Bachelor,16.4,1,0,3.17,34.0,1,6,75.7,1.5,3.95,2.0,0,0,0
S103086,19,Female,Medium,None,17.5,0,1,3.93,90.5,0,2,79.3,8.2,3.0,2.0,1,1,0
S103087,19,Male,High,Secondary,15.9,1,1,3.01,63.3,1,7,88.4,13.1,3.63,6.0,0,0,0
S103088,20,Female,Low,None,2.1,1,0,3.5,68.0,0,3,77.8,10.4,3.23,5.0,0,0,1
S103089,23,Female,Medium,Bachelor,3.6,1,0,2.89,69.9,0,6,95.3,15.8,3.54,8.0,0,0,0
S103090,21,Female,Low,Secondary,34.3,0,0,3.46,43.8,3,1,85.4,12.7,2.79,6.0,1,0,1
S103091,22,Female,High,None,52.0,0,0,2.92,31.7,1,6,58.9,4.8,3.24,11.0,1,1,0
S103092,26,Female,Medium,Secondary,1.5,1,1,1.8,93.5,0,5,41.8,12.3,4.1,8.0,0,0,0
S103093,20,Male,Medium,Secondary,18.0,1,0,2.64,40.7,0,6,64.9,10.9,2.61,4.0,0,0,0
S103094,28,Female,High,Bachelor,13.1,0,1,3.07,88.8,0,8,82.1,16.4,3.13,7.0,0,1,0
S103095,26,Female,Medium,None,1.4,1,0,3.54,72.1,1,8,85.6,5.4,2.36,7.0,0,1,0
S103096,19,Female,Low,None,18.0,0,1,2.92,66.8,1,5,78.4,6.7,3.56,13.0,0,0,0
S103097,21,Female,Medium,Secondary,12.5,1,1,3.01,57.2,0,6,81.8,12.0,1.67,11.0,0,0,0
S103098,19,Female,Low,Bachelor,6.7,0,1,2.71,98.8,0,1,99.8,17.1,2.63,11.0,1,2,0
S103099,20,Female,High,Bachelor,23.7,1,1,3.78,53.8,1,1,80.2,9.0,3.54,5.0,1,0,0
S103100,21,Female,Medium,Secondary,42.5,1,0,3.75,54.2,1,4,85.2,13.0,2.73,9.0,0,0,0
S103101,18,Male,Medium,Secondary,31.6,0,1,2.66,74.3,0,2,100.0,10.2,1.58,3.0,0,0,0
S103102,17,Female,High,Bachelor,62.0,0,0,2.24,54.1,0,5,52.8,9.8,2.3,11.0,0,0,0
S103103,22,Female,Medium,None,4.2,1,0,2.1,49.0,0,3,100.0,15.8,2.36,13.0,1,1,0
S103104,26,Female,Medium,Bachelor,15.6,1,1,3.3,63.3,0,4,41.6,10.5,3.94,0.0,0,0,0
S103105,20,Female,Low,Secondary,10.0,0,1,3.07,74.5,0,6,67.6,7.8,3.39,8.0,1,1,1
S103106,28,Male,Medium,Secondary,11.4,1,1,2.61,92.4,0,4,71.6,7.5,3.46,8.0,0,0,0
S103107,21,Female,High,Secondary,1.0,0,1,3.14,95.5,0,2,55.5,8.5,1.97,12.0,0,0,0
S103108,28,Female,High,Secondary,8.2,0,1,2.38,37.3,0,4,77.5,6.5,2.84,6.0,0,0,1
S103109,20,Female,Medium,Bachelor,10.2,1,1,3.4,79.8,0,8,79.2,8.8,3.92,6.0,1,0,1
S103110,24,Male,Low,None,9.3,0,1,2.81,49.4,2,7,91.1,10.3,3.46,9.0,0,0,0
S103111,26,Female,Low,Secondary,8.1,1,0,2.46,50.2,0,2,90.6,11.4,2.48,11.0,0,0,0
S103112,17,Male,High,Secondary,7.0,1,0,2.82,56.1,0,7,82.6,5.1,3.38,9.0,1,1,0
S103113,29,Female,Low,None,6.2,0,0,2.8,55.2,0,7,96.8,7.9,1.94,12.0,1,0,0
S103114,21,Female,Medium,Bachelor,5.7,0,1,3.18,48.2,0,6,89.7,8.1,2.23,11.0,1,1,0
S103115,23,Male,Medium,Bachelor,35.3,1,1,3.58,29.3,1,8,75.1,6.2,1.52,6.0,0,0,1
